	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	CIDADE_ELABORACAO	SEC_ELABORACAO	DEP_ELABORACAO	NUM_BO	ANO_BO	DATA_FATO	dia	mês	ano	MÊS OCOR	ANO OCOR	DP_ELABORACAO	COORPORAÇÃO	SITUAÇÃO	ID_DELEGACIA	MUNICIPIO_CIRC	"DEPARTAMENTO_
CIRC"	SECCIONAL_CIRC	CIRCUNSCRIÇÃO	DESCR_TIPO_PESSOA	SEXO_PESSOA	IDADE_PESSOA	COR	DATA_NASCIMENTO_PESSOA	DESCR_PROFISSAO	HORA_FATO	DESCR_TIPOLOCAL	LOGRADOURO	NUMERO_LOGRADOURO	LATITUDE	LONGITUDE	NATUREZAS	CONDUTA	DESDOBRAMENTO	FLAG_VITIMA_FATAL	DATAHORA_REGISTRO_BO	HORA_FATO_HOUR_ONLY	COR_FOMATADO	SEXO_FOMATADO
2517	2517	2517	DIADEMA	DEL.SEC.DIADEMA	DEMACRO	2368	2016	15/04/2016	15	4	2016	4	2016	01º D.P. DIADEMA	PM	folga	30122	DIADEMA	DEMACRO	DEL.SEC.DIADEMA	01º D.P. DIADEMA	Vítima	Masculino	17	Branca	30/03/1999	NÃO INFORMADO	19:55:00	Via pública	AVENIDA DOM PEDRO I	1435	-23.69215465	-46.60660097	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	15/04/2016	19	Branca	Masculino
2518	2518	2518	S.PAULO	DEL.SEC.8º SAO MATEUS	DECAP	2590	2016	15/04/2016	15	4	2016	4	2016	53º D.P. PARQUE DO CARMO	PM	folga	10353	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	66º D.P. JDIM ARICANDUVA	Autor/Vitima	Masculino	18	Outros	26/12/1997	ESTUDANTE	23:17:00	Via pública	AVENIDA LIDER	3280	-23.55463971	-46.48125144	A.I.-Roubo (art. 157)	OUTROS		Sim	16/04/2016	23	NÃO INFORMADO	Masculino
2519	2519	2519	CAMPINAS	DEL.SEC.2º CAMPINAS	DEINTER 2 - CAMPINAS	2847	2016	12/04/2016	12	4	2016	4	2016	DEL.SEC.2ª CAMPINAS-PLANTÃO	PM	serviço	70942	CAMPINAS	DEINTER 2 - CAMPINAS	DEL.SEC.2º CAMPINAS	09º D.P. CAMPINAS	Autor/Vitima	Masculino	22	Branca	11/03/1994	NÃO INFORMADO	17:19:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-22.909059999999954	-47.06454999999993	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	12/04/2016	17	Branca	Masculino
2520	2520	2520	S.BERNARDO DO CAMPO	DEL.SEC.S.BERNARDO DO CAMPO	DEMACRO	2848	2016	06/04/2016	6	4	2016	4	2016	01º D.P. S.B.C-DR OMAR CASSIM	PM	folga	30109	S.BERNARDO DO CAMPO	DEMACRO	DEL.SEC.S.BERNARDO DO CAMPO	01º D.P. S.B.C-DR OMAR CASSIM	Autor/Vitima	Masculino	27	Branca	04/12/1988	NÃO INFORMADO	10:30:00	Via pública	RUA CARLOS DEL PRETE	1	-23.71022755	-46.54857238	Homicídio simples (art. 121)			Sim	06/04/2016	10	Branca	Masculino
2521	2521	2521	S.BERNARDO DO CAMPO	DEL.SEC.S.BERNARDO DO CAMPO	DEMACRO	2936	2016	08/04/2016	8	4	2016	4	2016	01º D.P. S.B.C-DR OMAR CASSIM	PM	serviço	30109	S.BERNARDO DO CAMPO	DEMACRO	DEL.SEC.S.BERNARDO DO CAMPO	06º D.P. S.BERNARDO DO CAMPO	Autor/Vitima	Masculino	20	Parda	NÃO INFORMADO	NÃO INFORMADO	21:05:00	Via pública	AVENIDA DOUTOR JOSÉ FORNARI	100	-23.72545245	-46.54929673	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim		21	Parda	Masculino
2522	2522	2522	GUARULHOS	DEL.SEC.GUARULHOS	DEMACRO	2946	2016	27/04/2016	27	4	2016	4	2016	04º D.P. GUARULHOS	PM	serviço	30212	GUARULHOS	DEMACRO	DEL.SEC.GUARULHOS	04º D.P. GUARULHOS	Autor/Vitima	Masculino	48	Parda	16/10/1967	DESEMPREGADO	20:30:00	Comércio e serviços	ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK	1233	-23.46463838	-46.41849473	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	27/04/2016	20	Parda	Masculino
2523	2523	2523	GUARULHOS	DEL.SEC.GUARULHOS	DEMACRO	2946	2016	27/04/2016	27	4	2016	4	2016	04º D.P. GUARULHOS	PM	serviço	30212	GUARULHOS	DEMACRO	DEL.SEC.GUARULHOS	04º D.P. GUARULHOS	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	20:31:00	Comércio e serviços	ESTRADA PRESIDENTE JUSCELINO KUBITSCHECK	1234	-23.46463838	-46.41849473	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	27/04/2016	20	Parda	Masculino
2524	2524	2524	SOROCABA	DEL.SEC.SOROCABA	DEINTER 7 - SOROCABA	3052	2016	01/04/2016	1	4	2016	4	2016	PLANTÃO DE SOROCABA - Z. NORTE	PM	serviço	120607	SOROCABA	DEINTER 7 - SOROCABA	DEL.SEC.SOROCABA	11º D.P. SOROCABA	Autor/Vitima	Masculino	NÃO INFORMADO	Branca	NÃO INFORMADO	NÃO INFORMADO	00:50:00	Via pública	RUA CRISTÓBAL MARTINS	90	-23.45670150755691	-47.464018165182246	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim		00	Branca	Masculino
2525	2525	2525	S.PAULO	DEL.SEC.6º SANTO AMARO	DECAP	3163	2016	03/04/2016	3	4	2016	4	2016	47º D.P. CAPAO REDONDO	PM	folga	10247	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	92º D.P. P. STO ANTONIO	Vítima	Masculino	22	Parda	25/11/1993	SEM PROFISSAO DEFINIDA	19:40:00	Via pública	RUA COMENDADOR ANTUNES DOS SANTOS	293	-23.669145633642827	-46.76906210699015	Roubo (art. 157), Lesão corporal (art. 129), Localização/Apreensão de objeto, Localização/Apreensão e Entrega de veículo	VEICULO		Sim	04/04/2016	19	Parda	Masculino
2526	2526	2526	CAMPINAS	DEL.SEC.2º CAMPINAS	DEINTER 2 - CAMPINAS	3302	2016	29/04/2016	29	4	2016	4	2016	DEL.SEC.2ª CAMPINAS-PLANTÃO	PM	serviço	70942	CAMPINAS	DEINTER 2 - CAMPINAS	DEL.SEC.2º CAMPINAS	09º D.P. CAMPINAS	Vítima	Masculino	20	Parda	02/09/1995	NÃO INFORMADO	08:22:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-22.909059999999954	-47.06454999999993	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	29/04/2016	08	Parda	Masculino
2527	2527	2527	PRAIA GRANDE	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	3416	2016	11/04/2016	11	4	2016	4	2016	DEL.POL.PRAIA GRANDE	PM	folga	40209	PRAIA GRANDE	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	01º D.P. PRAIA GRANDE	Vítima	Masculino	16	Outros	14/05/1999	NÃO INFORMADO	18:40:00	Via pública	AVENIDA PRESIDENTE KENEDY	2191	-24.00586664	-46.42540334	A.I.-Roubo (art. 157)	TRANSEUNTE		Sim	11/04/2016	18	NÃO INFORMADO	Masculino
2528	2528	2528	SOROCABA	DEL.SEC.SOROCABA	DEINTER 7 - SOROCABA	3892	2016	23/04/2016	23	4	2016	4	2016	PLANTÃO DE SOROCABA - Z. NORTE	PM	serviço	120607	SOROCABA	DEINTER 7 - SOROCABA	DEL.SEC.SOROCABA	11º D.P. SOROCABA	Autor/Vitima	Masculino	40	Branca	06/05/1975	NÃO INFORMADO	19:12:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.505799999999965	-47.45596999999998	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	23/04/2016	19	Branca	Masculino
2529	2529	2529	PRAIA GRANDE	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	3936	2016	27/04/2016	27	4	2016	4	2016	DEL.POL.PRAIA GRANDE	PM	serviço	40209	PRAIA GRANDE	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	02º D.P. PRAIA GRANDE	Autor/Vitima	Masculino	29	Parda	08/08/1986	ESTUDANTE	19:45:00	Via pública	AVENIDA RAUL POMPÉIA	220	-24.02213925	-46.52057625	Homicídio simples (art. 121)			Sim	28/04/2016	19	Parda	Masculino
2530	2530	2530	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	309	2016	02/05/2016	2	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	46º D.P. PERUS	Autor/Vitima	Masculino	32	Branca	NÃO INFORMADO	NÃO INFORMADO	11:00:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-23.56286999999997	-46.65467999999999	Drogas sem autorização ou em desacordo (Art.33, caput), Homicídio simples (art. 121), Posse ou porte ilegal de arma de fogo de uso restrito (Art. 16)		Lesão corporal decorrente de i,	Sim	02/05/2016	11	Branca	Masculino
2531	2531	2531	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	319	2016	05/05/2016	5	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	100º D.P. JDIM HERCULANO	Autor/Vitima	Masculino	19	Parda	NÃO INFORMADO	LAVADOR(A) DE CARRO	09:30:00	Via pública	AVENIDA DOS FUNCIONARIOS PUBLICOS	1300	-23.7403849	-46.7821473	Homicídio simples (art. 121)	CARGA	Lesão corporal decorrente de i,	Sim	05/05/2016	09	Parda	Masculino
2532	2532	2532	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	323	2016	07/05/2016	7	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	89º D.P. JARDIM TABOAO	Vítima	Masculino	24	Parda	NÃO INFORMADO	ENTREGADOR(A)	22:20:00	Via pública	RUA DOUTOR GETULIO PAULA SANTOS	0	-23.61378197	-46.71523721	Homicídio simples (art. 121)	VEICULO	Art. 157 - Subtrair coisa móve,Lesão corporal decorrente de i,	Sim	08/05/2016	22	Parda	Masculino
2533	2533	2533	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	324	2016	08/05/2016	8	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	44º D.P. GUAIANAZES	Autor/Vitima	Masculino	19	Preta	NÃO INFORMADO	NÃO INFORMADO	21:50:00	Via pública	PRAÇA JESUS TEIXEIRA DA COSTA	1	-23.54528035	-46.421591	Homicídio simples (art. 121), Roubo (art. 157)	TRANSEUNTE	Lesão corporal decorrente de i,	Sim	09/05/2016	21	Preta	Masculino
2534	2534	2534	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	325	2016	09/05/2016	9	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	34º D.P. MORUMBI	Autor/Vitima	Masculino	38	Parda	NÃO INFORMADO	BALCONISTA	00:43:00	Via pública	RUA DEPUTADO BADY BASSIT	1	-23.5845638	-46.71937675	Homicídio simples (art. 121), Receptação (art. 180)	VEICULO	Lesão corporal decorrente de i,	Sim	09/05/2016	00	Parda	Masculino
2535	2535	2535	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	330	2016	10/05/2016	10	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	63º D.P. VILA JACUI	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	14:00:00	Via pública	RUA PASCOAL ZIMBARDI	0	-23.49105974	-46.45305778	Homicídio simples (art. 121)		Lesão corporal decorrente de i,	Sim	10/05/2016	14	Parda	Masculino
2536	2536	2536	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	333	2016	10/05/2016	10	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	63º D.P. VILA JACUI	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	21:15:00	Via pública	RUA JUAN BONA	0	-23.51575521	-46.4711537	Homicídio simples (art. 121), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de i,	Sim	11/05/2016	21	Parda	Masculino
2537	2537	2537	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	334	2016	11/05/2016	11	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	50º D.P. ITAIM PAULISTA	Autor/Vitima	Masculino	20	Branca	NÃO INFORMADO	NÃO INFORMADO	08:30:00	Via pública	RUA RAUL SEIXAS	63	-23.51034877	-46.39764059	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de i,	Sim	11/05/2016	08	Branca	Masculino
2538	2538	2538	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	334	2016	11/05/2016	11	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	50º D.P. ITAIM PAULISTA	Autor/Vitima	Masculino	21	Preta	NÃO INFORMADO	PROMOTOR DE VENDAS	08:30:00	Via pública	RUA RAUL SEIXAS	63	-23.51034877	-46.39764059	Homicídio simples (art. 121), Resistência (art. 329)	VEICULO	Lesão corporal decorrente de i,	Sim	11/05/2016	08	Preta	Masculino
2539	2539	2539	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	335	2016	11/05/2016	11	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	22º D.P. SAO MIGUEL PTA	Autor/Vitima	Masculino	18	Parda	NÃO INFORMADO	NÃO INFORMADO	20:00:00	Via pública	RUA ANTONIO BERTALI	38	-23.49645784	-46.45182173	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	TRANSEUNTE	Lesão corporal decorrente de i,	Sim	11/05/2016	20	Parda	Masculino
2540	2540	2540	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	339	2016	12/05/2016	12	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	73º D.P. JACANA	Adolescente	Masculino	17	Parda	22/10/1999	ESTUDANTE	20:10:00	Via pública	RUA OLAVO ALVES DE MOURA	0	-23.47313458	-46.56269754	Homicídio simples (art. 121)			Sim	12/05/2016	20	Parda	Masculino
2541	2541	2541	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	343	2016	16/05/2016	16	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	47º D.P. CAPAO REDONDO	Autor/Vitima	Masculino	19	Parda	NÃO INFORMADO	DESEMPREGADO(A)	07:45:00	Via pública	RUA TIJUAPE	960	-23.69140163	-46.77646201	Homicídio simples (art. 121), Resistência (art. 329), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de i,	Sim	16/05/2016	07	Parda	Masculino
2542	2542	2542	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	352	2016	20/05/2016	20	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.3º OESTE	89º D.P. JARDIM TABOAO	Autor/Vitima	Masculino	24	Parda	NÃO INFORMADO	NÃO INFORMADO	22:00:00	Via pública	AVENIDA HEBE CAMARGO	100	-23.613811	-46.72101233	Homicídio simples (art. 121), Roubo (art. 157)	TRANSEUNTE	Lesão corporal decorrente de i,	Sim	21/05/2016	22	Parda	Masculino
2543	2543	2543	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	355	2016	23/05/2016	23	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	59º D.P. JARDIM DOS IPES	Autor/Vitima	Masculino	20	Branca	NÃO INFORMADO	NÃO INFORMADO	14:00:00	Via pública	RUA CONCEICAO DO ALMEIDA	653	-23.49130619	-46.41654828	Homicídio simples (art. 121), Roubo (art. 157)	TRANSEUNTE	Lesão corporal decorrente de i,	Sim	23/05/2016	14	Branca	Masculino
2544	2544	2544	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	356	2016	23/05/2016	23	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.4º NORTE	38º D.P. VILA AMALIA	Vítima	Masculino	17	Parda	NÃO INFORMADO	ESTUDANTE	22:26:00	Via pública	RUA NICOLAU TOLENTINO DE ALMEIDA	213	-23.46732349	-46.66495432	Homicídio simples (art. 121)	OUTROS	Lesão corporal decorrente de i,	Sim	24/05/2016	22	Parda	Masculino
2545	2545	2545	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	359	2016	25/05/2016	25	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.8º SAO MATEUS	49º D.P. SAO MATEUS	Autor/Vitima	Masculino	35	Branca	22/01/1981	POLICIAL MILITAR	17:00:00	Via pública	AVENIDA ARICANDUVA	12200	-23.59471622	-46.46610156	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	25/05/2016	17	Branca	Masculino
2546	2546	2546	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	360	2016	25/05/2016	25	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	50º D.P. ITAIM PAULISTA	Autor/Vitima	Masculino	19	Parda	NÃO INFORMADO	NÃO INFORMADO	21:00:00	Via pública	TRAVESSA CACHOEIRA SAO GERALDO	11	-23.50230424	-46.37795877	Homicídio simples (art. 121), Roubo (art. 157)	VEICULO	Lesão corporal decorrente de i,	Sim	26/05/2016	21	Parda	Masculino
2547	2547	2547	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	364	2016	27/05/2016	27	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	serviço	200100	S.PAULO	DECAP	DEL.SEC.7º ITAQUERA	63º D.P. VILA JACUI	Adolescente	Masculino	17	Parda	12/04/1999	DESEMPREGADO	15:40:00	Via pública	AVENIDA JACU PESSEGO	1000	-23.568454739558224	-46.446861422670366	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	27/05/2016	15	Parda	Masculino
2548	2548	2548	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	366	2016	28/05/2016	28	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.6º SANTO AMARO	85º D.P. JARDIM MIRNA	Vítima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	14:20:00	Via pública	RUA CARLO AMATUCCI	188	-23.74383254	-46.7015908	Homicídio simples (art. 121)	ESTABELECIMENTO COMERCIAL	Lesão corporal decorrente de i,	Sim	28/05/2016	14	Parda	Masculino
2549	2549	2549	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	370	2016	29/05/2016	29	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.5º LESTE	10º D.P. PENHA DE FRANCA	Autor/Vitima	Masculino	17	Parda	23/08/1998	NÃO INFORMADO	20:20:00	Via pública	RUA HELOISA CAMARGO	205	-23.52620679	-46.52752585	Homicídio simples (art. 121), Roubo (art. 157)	TRANSEUNTE	Lesão corporal decorrente de i,	Sim	30/05/2016	20	Parda	Masculino
2550	2550	2550	S.PAULO	DHPP - DEP. HOM. PROTECAO PESSOA	DHPP	371	2016	30/05/2016	30	5	2016	5	2016	DHPP DIV. HOMICIDIOS	PM	folga	200100	S.PAULO	DECAP	DEL.SEC.5º LESTE	42º D.P. PARQUE S. LUCAS	Adolescente	Masculino	16	Parda	18/02/2000	ESTUDANTE	00:50:00	Via pública	RUA HERWIS	822	-23.58416479166173	-46.54175565629542	Homicídio simples (art. 121)		Morte decorrente de intervenção policial (RES. SSP 05 - 07/01/2013)	Sim	30/05/2016	00	Parda	Masculino
2551	2551	2551	POTIRENDABA	DEL.SEC.S.JOSE DO RIO PRETO	DEINTER 5 - SAO JOSE DO RIO PRETO	379	2016	08/05/2016	8	5	2016	5	2016	DEL.POL.POTIRENDABA	PM	serviço	110423	POTIRENDABA	DEINTER 5 - SAO JOSE DO RIO PRETO	DEL.SEC.S.JOSE DO RIO PRETO	DEL.POL.POTIRENDABA	Autor/Vitima	Masculino	34	Parda	NÃO INFORMADO	PEDREIRO	22:45:00	Restaurante e afins	AVENIDA MAESTRO ANTÔNIO AMATO	343	-21.04240055	-49.37296572	Homicídio simples (art. 121), Homicídio simples (art. 121)		Lesão corporal decorrente de i,	Sim	09/05/2016	22	Parda	Masculino
2552	2552	2552	ITARIRI	DEL.SEC.ITANHAEM	DEINTER 6 - SANTOS	433	2016	16/05/2016	16	5	2016	5	2016	DEL.POL.ITARIRI	PM	serviço	40112	ITARIRI	DEINTER 6 - SANTOS	DEL.SEC.ITANHAEM	DEL.POL.ITARIRI	Vítima	Masculino	23	Branca	NÃO INFORMADO	MECANICO(A)	15:00:00	Via pública	AVENIDA JOSE FERREIRA FRANCO	210	-24.29180982	-47.1786411	Homicídio simples (art. 121)	TRANSEUNTE		Sim	16/05/2016	15	Branca	Masculino
2553	2553	2553	ITARIRI	DEL.SEC.ITANHAEM	DEINTER 6 - SANTOS	433	2016	16/05/2016	16	5	2016	5	2016	DEL.POL.ITARIRI	PM	serviço	40112	ITARIRI	DEINTER 6 - SANTOS	DEL.SEC.ITANHAEM	DEL.POL.ITARIRI	Vítima	Masculino	NÃO INFORMADO	Outros	NÃO INFORMADO	NÃO INFORMADO	15:00:00	Via pública	AVENIDA JOSE FERREIRA FRANCO	210	-24.29180982	-47.1786411	Homicídio simples (art. 121)	TRANSEUNTE		Sim	16/05/2016	15	NÃO INFORMADO	Masculino
2554	2554	2554	GUARUJA	DEL.SEC.SANTOS	DEINTER 6 - SANTOS	513	2016	24/05/2016	24	5	2016	5	2016	01º D.P. GUARUJA	PM	serviço	40219	GUARUJA	DEINTER 6 - SANTOS	DEL.SEC.SANTOS	01º D.P. GUARUJA	Vítima	Masculino	19	Preta	NÃO INFORMADO	NÃO INFORMADO	08:10:00	Via pública	TRAVESSA E II	0	-23.97498672	-46.25440039	Homicídio simples (art. 121)		Lesão corporal decorrente de i,	Sim	24/05/2016	08	Preta	Masculino
2555	2555	2555	BOTUCATU	DEL.SEC.BOTUCATU	DEINTER 7 - SOROCABA	635	2016	22/05/2016	22	5	2016	5	2016	DEL.SEC.BOTUCATU	PM	serviço	120200	BOTUCATU	DEINTER 7 - SOROCABA	DEL.SEC.BOTUCATU	03º D.P. BOTUCATU	Vítima	Masculino	21	Branca	NÃO INFORMADO	NÃO INFORMADO	02:20:00	Via pública	ESTRADA MUNICIPAL DO RIO PARDO	0	-22.92954754	-48.46032059	Homicídio simples (art. 121)		Lesão corporal decorrente de i,	Sim	22/05/2016	02	Branca	Masculino
2556	2556	2556	SUMARE	DEL.SEC.AMERICANA	DEINTER 9 - PIRACICABA	762	2016	12/05/2016	12	5	2016	5	2016	04º D.P. SUMARE	PM	serviço	70352	SUMARE	DEINTER 9 - PIRACICABA	DEL.SEC.AMERICANA	04º D.P. SUMARE	Autor/Vitima	Masculino	27	Branca	NÃO INFORMADO	PINTOR(A)	07:00:00	Area não ocupada	ESTRADA DA SERVIDAO	0	-22.83562051	-47.16150876	Homicídio simples (art. 121), Resistência (art. 329)	CARGA		Sim	12/05/2016	07	Branca	Masculino
2557	2557	2557	JOSE BONIFACIO	DEL.SEC.S.JOSE DO RIO PRETO	DEINTER 5 - SAO JOSE DO RIO PRETO	850	2016	15/05/2016	15	5	2016	5	2016	DEL.POL.JOSE BONIFACIO	PM	serviço	110321	JOSE BONIFACIO	DEINTER 5 - SAO JOSE DO RIO PRETO	DEL.SEC.S.JOSE DO RIO PRETO	DEL.POL.JOSE BONIFACIO	Autor/Vitima	Masculino	NÃO INFORMADO	Parda	NÃO INFORMADO	NÃO INFORMADO	A NOITE	Unidade rural	ESTRADA CORREDEIRA PROXIMO SP 425	0	-21.0533681	-49.683913399999994	Homicídio simples (art. 121)			Sim	16/05/2016	A NOITE	Parda	Masculino
2558	2558	2558	GUARULHOS	DEL.SEC.GUARULHOS	DEMACRO	895	2016	06/05/2016	6	5	2016	5	2016	08º D.P. GUARULHOS	PM	serviço	30218	GUARULHOS	DEMACRO	DEL.SEC.GUARULHOS	08º D.P. GUARULHOS	Autor/Vitima	Masculino	19	Branca	NÃO INFORMADO	NÃO INFORMADO	14:20:00	Via pública	RODOVIA SP 036	1	-23.48045193	-46.46927699	Homicídio simples (art. 121), Resistência (art. 329)	ESTABELECIMENTO COMERCIAL	Lesão corporal decorrente de i,	Sim	06/05/2016	14	Branca	Masculino
2559	2559	2559	VOTUPORANGA	DEL.SEC.VOTUPORANGA	DEINTER 5 - SAO JOSE DO RIO PRETO	975	2016	24/05/2016	24	5	2016	5	2016	DEL.SEC.VOTUPORANGA PLANTÃO	PM	serviço	110711	VOTUPORANGA	DEINTER 5 - SAO JOSE DO RIO PRETO	DEL.SEC.VOTUPORANGA	03º D.P. VOTUPORANGA	Vítima	Masculino	16	Parda	NÃO INFORMADO	ESTUDANTE	21:18:00	Via pública	RUA OLIMPIO FORMENTON	3160	-20.43466558	-49.99005587	Homicídio simples (art. 121), Resistência (art. 329)		Lesão corporal decorrente de i,	Sim	25/05/2016	21	Parda	Masculino
2560	2560	2560	AGUAI	DEL.SEC.S.JOÃO DA BOA VISTA	DEINTER 9 - PIRACICABA	1148	2016	06/05/2016	6	5	2016	5	2016	DEL.POL.AGUAI	PM	serviço	70701	AGUAI	DEINTER 9 - PIRACICABA	DEL.SEC.S.JOÃO DA BOA VISTA	DEL.POL.AGUAI	Vítima	Masculino	16	Branca	NÃO INFORMADO	NÃO INFORMADO	07:30:00	Residência	DA VEDAÇÃO DA DIVULGAÇÃO DOS DADOS RELATIVOS 		-22.06742999999995	-46.98017999999996	Homicídio simples (art. 121)	RESIDENCIA	Lesão corporal decorrente de i,	Sim	06/05/2016	07	Branca	Masculino
